sigmaOri-6  	084.28691058888730	-02.60181141415674011	12.496500	-2.02867000	 4.538080	29.4164	 2.34207	11.000000	         	14	3	
sigmaOri-7  	084.70488739013670	-02.51848506927490012	13.856200	 1.41742000	 3.051330	30.7414	 2.43490	 1.510000	 1.716000	13	13	
sigmaOri-8  	083.60527885951430	-03.40739351069912999	         	 0.35917000	 5.305910	32.4950	 2.44845	 1.421010	         	11	2	
sigmaOri-9  	085.16796875000000	-02.34441341292624994	10.340800	-0.75342900	 1.984590	27.2077	 2.34640	 1.588520	 2.593500	10	5	
22Ori-1     	080.41612131749380	-00.74841131429417496	         	 0.04092350	 3.773340	20.7207	 2.88789	 6.011250	         	48	2	
22Ori-2     	081.38106536865230	-00.73298400640487704	 3.408940	 0.32576200	 3.736470	20.1051	 2.84830	 6.203890	 6.171000	47	16	
22Ori-3     	079.90016592773981	-01.33104691031500000	 4.899670	 0.34445800	 3.255030	21.6578	 2.70751	 4.790000	 5.812000	43	5	
22Ori-4     	080.33017777845360	+00.56648614849574597	         	-0.05632600	 4.378850	21.2983	 2.88091	 6.610000	         	27	2	
22Ori-5     	079.32494463753220	-00.44062069357979600	         	-0.61932000	 3.808360	       	 2.99302	 6.030000	         	16	0	
25Ori-1     	081.22734832763670	+01.65239506016408999	 4.256430	 0.40478700	 4.546090	20.5753	 2.87084	 6.920000	 8.533500	149	39	
25Ori-2     	082.06652723534260	+01.68833560074520994	13.844600	-1.47278000	 5.084660	30.2807	 2.70280	15.100000	12.910000	72	14	
25Ori-3     	081.02982798704269	+00.74113159564540698	 4.303540	 0.51844400	 3.762570	20.9059	 2.74690	 5.500000	 7.458500	43	5	
25Ori-4     	081.16091156005859	+01.94468382299736997	 3.456400	 0.24168300	 4.266150	19.7304	 2.67940	 4.370000	 6.952500	41	6	
25Ori-5     	081.14294594899660	+01.54803097248076993	 4.601910	-0.31851300	 3.474770	20.9698	 2.85192	 3.276950	 5.832500	22	5	
25Ori-6     	080.88628903821410	+00.87446498870849598	         	-0.29278300	 4.410780	20.8315	 3.07197	 5.750000	         	13	2	
25Ori-7     	081.39335632324220	+01.68200898170470992	 3.632580	-0.02691950	 4.197100	19.9747	 2.83040	 3.800000	 4.777000	12	12	
25Ori-8     	081.39835864777361	+01.30385994911194003	         	-0.72463900	 5.263390	25.1126	 2.65417	18.200000	         	10	1	
Rigel-1     	077.70315615706070	-08.46915737706991933	         	-0.25749100	 0.378125	       	 3.56660	 7.940000	         	19	0	
Rigel-2     	080.59190903729559	-07.16261860208271983	         	-1.25366000	 2.976010	       	 3.01386	 6.610000	         	17	0	
Rigel-3     	080.06491000884380	-08.02965464533241935	         	-1.09086000	 2.817080	       	 3.22188	 6.464620	         	17	0	
Rigel-4     	078.63475363507079	-07.02942243906784991	         	-1.77993000	 3.214080	       	 3.37933	12.600000	         	16	0	
Rigel-5     	079.29403390526790	-08.49561383346327936	         	-1.30865000	 1.835980	       	 3.12123	 7.590000	         	14	0	
Rigel-6     	078.27941113397750	-08.04681198819515942	         	-1.38661000	 2.496440	       	 3.12485	 4.370000	         	11	0	
deltaOri-1  	083.03253936767580	-00.44761100411415100	 4.861440	 0.83749100	 3.074550	21.4941	 2.76280	 4.370000	 4.906000	56	17	
deltaOri-2  	082.18807536645120	+00.59826638929935005	         	-1.69948000	 5.531870	28.1121	 2.88740	15.800000	         	14	2	
deltaOri-3  	083.03141689338790	+00.64030924670093403	         	 0.85869400	 3.418880	       	 2.58524	 4.370000	         	11	0	
deltaOri-4  	081.99966023442660	+00.54916607838960596	         	-0.08469150	 4.258860	       	 2.86476	 3.267440	         	11	0	
deltaOri-5  	082.86346793546331	-00.21052154945715401	         	 0.92348900	 3.125050	31.8835	 2.95635	 4.370000	         	11	1	
epsilonOri-1	083.93028259277339	-00.70380496978759799	 2.286040	 1.18218000	 3.228610	18.9433	 2.85080	 3.468260	 2.846500	55	21	
epsilonOri-2	084.24129593994169	-01.54995390184684001	 5.551050	 1.27635000	 2.518440	22.3952	 2.79140	 4.370000	 4.892000	49	19	
epsilonOri-3	085.95652697186830	+00.91609175766688500	         	-2.72139000	 4.974470	       	 2.65128	15.800000	         	23	0	
epsilonOri-4	083.93589473031220	-01.20266419543995995	15.446300	 1.21033000	 2.595420	32.2266	 2.64190	 3.789450	 0.706600	23	4	
epsilonOri-5	084.08801167991891	-00.73530799150466897	-0.855298	 1.35213000	 3.504610	15.8466	 3.03295	 1.380000	 4.161500	19	7	
epsilonOri-6	082.93966674804690	-02.26928233318247008	         	 0.62659300	 2.293370	22.9703	 2.69015	 3.980000	         	19	2	
epsilonOri-7	084.81237593876270	+00.68445588475052999	         	 1.67838000	 3.374380	22.7702	 2.72758	 3.800000	         	12	2	
epsilonOri-8	083.97962951660161	-00.58816701238911595	         	-1.32051000	 3.585490	31.5661	 2.72970	11.000000	         	10	2	
etaOri-1    	081.98820030513900	-01.95008414938077990	 5.638000	 0.35531500	 2.649940	22.3765	 2.77253	 5.500000	 6.320500	114	32	
etaOri-2    	082.22898453165250	-03.07607894570704010	 3.475630	 0.20009200	 3.396710	20.3565	 2.95477	 6.229040	 6.541500	65	5	
etaOri-3    	080.89434051513670	-01.98504400253296009	 2.538480	-0.00454601	 3.426240	19.2719	 2.99289	 5.750000	 8.549500	54	13	
etaOri-4    	081.08406582032229	-02.20621289027491985	         	 0.82695600	 3.105890	21.9292	 2.67424	 5.010000	         	18	1	
etaOri-5    	081.22070736224720	-02.48235330354191985	         	 0.00562126	 2.052850	27.4852	 2.76640	 4.570000	 2.470500	16	2	
etaOri-6    	082.21242371172210	-01.66086704147823006	 8.006730	 0.66572300	 3.692120	24.5970	 2.87231	 6.310000	         	16	3	
etaOri-7    	079.73726459611490	-01.90986650554297999	         	-0.30359600	 2.822190	19.8386	 2.93814	 4.790000	         	14	2	
etaOri-8    	081.95123917606981	-03.16860257742821005	         	 0.50275700	 1.693860	       	 2.58338	 5.250000	         	11	0	
l1616-1     	077.35517876863619	-03.04301240292135011	         	-0.29331800	 2.580110	       	 2.56456	 4.267370	         	66	0	
l1616-2     	077.49192793702150	-03.50204803490847016	         	-1.40414000	 2.524140	       	 2.90132	 7.240000	         	26	0	
l1616-3     	078.83050944649619	-02.07685046464075018	         	 0.18101900	 3.061440	       	 2.72911	 5.500000	         	25	0	
l1616-4     	077.80074040679619	-02.61543472275509981	         	-1.21217000	 3.401650	       	 2.93905	 7.862570	         	15	0	
l1616-5     	076.17211289965461	-05.14417641814938964	         	-0.94159300	 2.822090	       	 2.83820	 5.250000	         	14	0	
ngc1981-1   	083.35257250599859	-05.21028227521859044	 4.513020	 0.16532500	 3.156390	21.6656	 2.89106	 5.750000	 4.185000	34	6	
ngc1981-2   	083.20156453271041	-03.96281095655223981	         	 0.50739000	 2.377890	26.7764	 2.82109	 5.750000	         	30	2	
ngc1981-3   	084.48957240919670	-04.83502018558100044	13.060000	 0.53523000	 2.180120	30.2396	 2.75394	 6.464580	 3.439000	24	3	
ngc1981-4   	083.53390379471220	-04.12135537298785959	         	 1.12880000	 1.028820	22.6087	 2.79137	 4.170000	         	20	1	
ngc1981-5   	083.89363098144530	-04.77564907073974965	13.603700	 0.38573200	 2.860240	30.7128	 2.71961	 4.570000	 1.477500	19	6	
ngc1981-6   	084.06501374955199	-04.93330624007083962	         	 0.87286200	 3.466970	27.0668	 2.83007	 4.570000	         	17	2	
ngc1981-7   	083.82894134521480	-05.12546744972874002	12.111900	 0.23614600	 4.336420	29.3627	 2.75615	 4.613160	 2.192200	16	9	
oriDS-1     	082.46104539850090	-07.27505302429199041	         	-0.01449790	 2.489290	24.9919	 2.81280	 3.020000	         	37	2	
oriDS-2     	082.32977441678401	-05.70162430820638022	         	 0.46164900	 1.864920	       	 2.74950	 6.610000	         	29	0	
oriDS-3     	081.79216459862501	-07.72313137344353962	         	-0.21361900	 1.350070	       	 2.80870	 5.128140	         	18	0	
oriDS-4     	084.31504803214600	-08.06856822967528942	         	 0.01184940	 2.914920	19.3859	 2.75408	 8.710000	         	18	2	
oriDS-5     	081.62323884252790	-06.68184261255549039	         	 0.03872620	 2.758120	       	 2.98358	 5.010000	         	17	0	
oriDS-6     	083.37588500976560	-06.45679730109173988	         	 0.64207400	 3.064000	37.6226	 2.73571	 4.790000	         	14	1	
oriDS-7     	083.69388378218650	-07.33430971576259960	 3.267250	 0.67154000	 1.810120	20.6127	 2.77491	 6.014190	         	12	3	
oriDS-8     	081.07723954234790	-07.97713350749908034	         	-0.44919900	 2.169170	       	 2.87723	 2.190000	         	11	0	
oriX-1      	081.18886563323500	-04.25962185615621003	         	 0.99074700	 2.181870	       	 2.60294	 3.980000	         	47	0	
oriX-10     	081.41971938290420	-05.88012844163328996	         	 0.24298700	 0.943200	       	 2.77912	 3.589030	         	10	0	
oriX-2      	078.67056654967750	-05.16975460787088004	         	-0.69388200	 3.017960	       	 3.07347	 6.610000	         	30	0	
oriX-3      	081.18662883973830	-04.36322783973981032	         	-0.27572900	 3.446880	       	 3.07021	 7.590000	         	23	0	
oriX-4      	080.26669006451380	-03.97637745203339010	         	-0.59977100	 1.708480	20.6618	 2.80930	 4.366790	         	20	1	
oriX-5      	078.25112597661391	-05.91277987180338016	         	-0.74083200	 2.120010	       	 2.80154	 4.790000	         	19	0	
oriX-6      	079.27086695292270	-06.04786003770441027	         	-0.09360620	 0.874809	       	 3.30131	 5.960980	         	18	0	
oriX-7      	080.11357346090369	-05.76539923609525040	         	 0.08821320	 1.313320	       	 2.57683	 3.294400	         	18	0	
oriX-8      	079.66023592201010	-03.45210835167869012	         	-0.67276300	 3.692790	       	 3.23854	 5.500000	         	17	0	
oriX-9      	079.49555428623340	-04.13521713901500032	         	 0.07524890	 3.119660	       	 2.93946	 3.800000	         	15	0	
oriY-1      	088.25411898687641	-07.58604574530960019	         	 0.41143900	 2.808500	       	 3.28721	10.500000	         	42	0	
oriY-2      	086.64362704304170	-06.90546279061778012	         	-0.23209100	 2.861110	       	 3.38950	11.500000	         	22	0	
oriY-3      	088.28541607679441	-07.62567441552215985	         	 0.54135800	 3.069680	       	 3.47314	12.000000	         	10	0	
psi2Ori-1   	082.48328660236329	+03.01846719038969979	 4.297800	 0.77215200	 4.115760	20.4145	 2.76465	 5.500000	 4.717500	80	14	
psi2Ori-2   	082.53170515625260	+02.40624728833499990	 3.903960	 0.95149600	 4.169670	20.0287	 2.88970	 5.242000	 8.244500	76	8	
psi2Ori-3   	081.89702298237430	+03.44679188728333008	 4.004590	 0.49593100	 4.241460	20.1447	 2.90120	 4.805340	 4.904000	50	14	
psi2Ori-4   	083.54035365646099	+02.45226225110652996	 4.007200	 1.22373000	 4.333270	20.2264	 2.82370	 6.602650	         	26	3	
psi2Ori-5   	082.09827237153129	+03.49597293508744000	         	 0.33627500	 4.918710	31.6962	 3.05540	 5.750000	         	18	1	
zetaOri-1   	083.95683922609970	-02.84623078985360012	 5.637860	 1.11752000	 1.891960	22.4785	 2.69441	 3.248450	 3.331000	51	10	
zetaOri-2   	084.90542085990350	-02.06340789794922008	 6.468930	 1.59920000	 2.218120	23.2993	 2.69309	 3.296630	 3.727000	45	23	
zetaOri-3   	085.04044869573100	-01.09799301624298007	 3.395550	 2.01663000	 2.997300	20.1093	 2.97879	 2.089060	 4.249500	16	7	
B30-1       	082.57927823211369	+11.40586280822749998	10.313200	 1.05496000	 3.367660	25.0456	 2.51110	 3.020000	 2.729550	43	20	
B30-2       	082.83946037573430	+12.07063198089599965	12.052400	 0.23326700	 4.566460	26.8746	 2.49150	 1.744960	 1.954500	33	20	
B30-3       	082.76103514792111	+10.51510715484620029	11.143700	-0.31442300	 3.672490	26.1227	 2.51045	 4.370000	 4.180000	20	11	
B35-1       	084.53597974690631	+09.42503166198729936	11.873000	 0.90644500	 2.856460	26.9835	 2.50300	 3.020000	 3.800000	61	26	
